m,TagName,
"2012-10-01 00:00:00","ruby","2254"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3182"
"2012-11-01 00:00:00","c#","12214"
"2012-11-01 00:00:00","c++","6260"
"2012-11-01 00:00:00","delphi","442"
"2012-11-01 00:00:00","go","103"
"2012-11-01 00:00:00","java","13566"
"2012-11-01 00:00:00","javascript","12313"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11701"
"2012-11-01 00:00:00","python","6386"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","262"
"2012-12-01 00:00:00","c","2557"
"2012-12-01 00:00:00","c#","10939"
"2012-12-01 00:00:00","c++","5675"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12385"
"2012-12-01 00:00:00","javascript","11724"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10985"
"2012-12-01 00:00:00","python","5739"
"2012-12-01 00:00:00","r","1211"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","c","2899"
"2013-01-01 00:00:00","c#","12733"
"2013-01-01 00:00:00","c++","6028"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13670"
"2013-01-01 00:00:00","javascript","13751"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12802"
"2013-01-01 00:00:00","python","6551"
"2013-01-01 00:00:00","r","1506"
"2013-01-01 00:00:00","ruby","2301"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3086"
"2013-02-01 00:00:00","c#","12469"
"2013-02-01 00:00:00","c++","6045"
"2013-02-01 00:00:00","delphi","447"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13652"
"2013-02-01 00:00:00","javascript","13600"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12456"
"2013-02-01 00:00:00","python","6717"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2210"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3419"
"2013-03-01 00:00:00","c#","14210"
"2013-03-01 00:00:00","c++","7165"
"2013-03-01 00:00:00","delphi","524"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15858"
"2013-03-01 00:00:00","javascript","15241"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14013"
"2013-03-01 00:00:00","python","7595"
"2013-03-01 00:00:00","r","1844"
"2013-03-01 00:00:00","ruby","2555"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3516"
"2013-04-01 00:00:00","c#","13847"
"2013-04-01 00:00:00","c++","7097"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16162"
"2013-04-01 00:00:00","javascript","15265"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13300"
"2013-04-01 00:00:00","python","7905"
"2013-04-01 00:00:00","r","1832"
"2013-04-01 00:00:00","ruby","2457"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c","3184"
"2013-05-01 00:00:00","c#","13417"
"2013-05-01 00:00:00","c++","6809"
"2013-05-01 00:00:00","delphi","532"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15204"
"2013-05-01 00:00:00","javascript","15001"
"2013-05-01 00:00:00","perl","901"
"2013-05-01 00:00:00","php","12984"
"2013-05-01 00:00:00","python","7785"
"2013-05-01 00:00:00","r","1777"
"2013-05-01 00:00:00","ruby","2335"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","292"
"2013-06-01 00:00:00","c","2924"
"2013-06-01 00:00:00","c#","12742"
"2013-06-01 00:00:00","c++","6175"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13864"
"2013-06-01 00:00:00","javascript","14546"
"2013-06-01 00:00:00","perl","826"
"2013-06-01 00:00:00","php","12624"
"2013-06-01 00:00:00","python","7575"
"2013-06-01 00:00:00","r","1772"
"2013-06-01 00:00:00","ruby","2219"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","2996"
"2013-07-01 00:00:00","c#","14124"
"2013-07-01 00:00:00","c++","6566"
"2013-07-01 00:00:00","delphi","505"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15116"
"2013-07-01 00:00:00","javascript","16750"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14228"
"2013-07-01 00:00:00","python","8587"
"2013-07-01 00:00:00","r","1960"
"2013-07-01 00:00:00","ruby","2433"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2997"
"2013-08-01 00:00:00","c#","13800"
"2013-08-01 00:00:00","c++","6231"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","14987"
"2013-08-01 00:00:00","javascript","16768"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14206"
"2013-08-01 00:00:00","python","7922"
"2013-08-01 00:00:00","r","1913"
"2013-08-01 00:00:00","ruby","2475"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3374"
"2013-09-01 00:00:00","c#","13705"
"2013-09-01 00:00:00","c++","6519"
"2013-09-01 00:00:00","delphi","486"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16186"
"2013-09-01 00:00:00","javascript","17616"
"2013-09-01 00:00:00","perl","682"
"2013-09-01 00:00:00","php","14139"
"2013-09-01 00:00:00","python","7937"
"2013-09-01 00:00:00","r","1708"
"2013-09-01 00:00:00","ruby","2383"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","376"
"2013-10-01 00:00:00","c","4218"
"2013-10-01 00:00:00","c#","15139"
"2013-10-01 00:00:00","c++","7937"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18628"
"2013-10-01 00:00:00","javascript","19638"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15202"
"2013-10-01 00:00:00","python","9452"
"2013-10-01 00:00:00","r","2083"
"2013-10-01 00:00:00","ruby","2786"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4257"
"2013-11-01 00:00:00","c#","14520"
"2013-11-01 00:00:00","c++","8092"
"2013-11-01 00:00:00","delphi","459"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18645"
"2013-11-01 00:00:00","javascript","18399"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14756"
"2013-11-01 00:00:00","python","9458"
"2013-11-01 00:00:00","r","2181"
"2013-11-01 00:00:00","ruby","2572"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","356"
"2013-12-01 00:00:00","c","3487"
"2013-12-01 00:00:00","c#","13566"
"2013-12-01 00:00:00","c++","6977"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17361"
"2013-12-01 00:00:00","javascript","17942"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14300"
"2013-12-01 00:00:00","python","8414"
"2013-12-01 00:00:00","r","1904"
"2013-12-01 00:00:00","ruby","2434"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","339"
"2014-01-01 00:00:00","c","3717"
"2014-01-01 00:00:00","c#","15269"
"2014-01-01 00:00:00","c++","7656"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18585"
"2014-01-01 00:00:00","javascript","21024"
"2014-01-01 00:00:00","perl","808"
"2014-01-01 00:00:00","php","16666"
"2014-01-01 00:00:00","python","9807"
"2014-01-01 00:00:00","r","2342"
"2014-01-01 00:00:00","ruby","2754"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3962"
"2014-02-01 00:00:00","c#","15066"
"2014-02-01 00:00:00","c++","7645"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19151"
"2014-02-01 00:00:00","javascript","21072"
"2014-02-01 00:00:00","perl","790"
"2014-02-01 00:00:00","php","16414"
"2014-02-01 00:00:00","python","9866"
"2014-02-01 00:00:00","r","2615"
"2014-02-01 00:00:00","ruby","2595"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","450"
"2014-03-01 00:00:00","c","4540"
"2014-03-01 00:00:00","c#","16104"
"2014-03-01 00:00:00","c++","8644"
"2014-03-01 00:00:00","delphi","440"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21868"
"2014-03-01 00:00:00","javascript","22551"
"2014-03-01 00:00:00","perl","907"
"2014-03-01 00:00:00","php","18186"
"2014-03-01 00:00:00","python","11388"
"2014-03-01 00:00:00","r","2795"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","361"
"2014-04-01 00:00:00","c","3983"
"2014-04-01 00:00:00","c#","15237"
"2014-04-01 00:00:00","c++","8103"
"2014-04-01 00:00:00","delphi","389"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20746"
"2014-04-01 00:00:00","javascript","21314"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17497"
"2014-04-01 00:00:00","python","10707"
"2014-04-01 00:00:00","r","2728"
"2014-04-01 00:00:00","ruby","2740"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c","3246"
"2014-05-01 00:00:00","c#","13830"
"2014-05-01 00:00:00","c++","6760"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17861"
"2014-05-01 00:00:00","javascript","19671"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","php","14626"
"2014-05-01 00:00:00","python","9207"
"2014-05-01 00:00:00","r","2576"
"2014-05-01 00:00:00","ruby","2669"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","266"
"2014-06-01 00:00:00","c","2760"
"2014-06-01 00:00:00","c#","12434"
"2014-06-01 00:00:00","c++","5640"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15832"
"2014-06-01 00:00:00","javascript","18207"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12892"
"2014-06-01 00:00:00","python","8884"
"2014-06-01 00:00:00","r","2396"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","swift","2383"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2821"
"2014-07-01 00:00:00","c#","13626"
"2014-07-01 00:00:00","c++","6252"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17296"
"2014-07-01 00:00:00","javascript","20034"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14188"
"2014-07-01 00:00:00","python","9887"
"2014-07-01 00:00:00","r","2631"
"2014-07-01 00:00:00","ruby","2551"
"2014-07-01 00:00:00","swift","1632"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2669"
"2014-08-01 00:00:00","c#","12450"
"2014-08-01 00:00:00","c++","5861"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15681"
"2014-08-01 00:00:00","javascript","18371"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13121"
"2014-08-01 00:00:00","python","9092"
"2014-08-01 00:00:00","r","2468"
"2014-08-01 00:00:00","ruby","2458"
"2014-08-01 00:00:00","swift","1689"
"2014-09-01 00:00:00","assembly","280"
"2014-09-01 00:00:00","c","3222"
"2014-09-01 00:00:00","c#","12290"
"2014-09-01 00:00:00","c++","6165"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16621"
"2014-09-01 00:00:00","javascript","18043"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13278"
"2014-09-01 00:00:00","python","8753"
"2014-09-01 00:00:00","r","2357"
"2014-09-01 00:00:00","ruby","2266"
"2014-09-01 00:00:00","swift","1892"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3793"
"2014-10-01 00:00:00","c#","12517"
"2014-10-01 00:00:00","c++","6814"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17827"
"2014-10-01 00:00:00","javascript","18842"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","php","13505"
"2014-10-01 00:00:00","python","9552"
"2014-10-01 00:00:00","r","2765"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2459"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c","3653"
"2014-11-01 00:00:00","c#","11833"
"2014-11-01 00:00:00","c++","6538"
"2014-11-01 00:00:00","delphi","425"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17774"
"2014-11-01 00:00:00","javascript","17911"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12953"
"2014-11-01 00:00:00","python","9549"
"2014-11-01 00:00:00","r","2700"
"2014-11-01 00:00:00","ruby","2107"
"2014-11-01 00:00:00","swift","2549"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c","3147"
"2014-12-01 00:00:00","c#","11051"
"2014-12-01 00:00:00","c++","6064"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16313"
"2014-12-01 00:00:00","javascript","16922"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12275"
"2014-12-01 00:00:00","python","9017"
"2014-12-01 00:00:00","r","2356"
"2014-12-01 00:00:00","ruby","2143"
"2014-12-01 00:00:00","swift","2479"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3204"
"2015-01-01 00:00:00","c#","11712"
"2015-01-01 00:00:00","c++","6115"
"2015-01-01 00:00:00","delphi","379"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16497"
"2015-01-01 00:00:00","javascript","18474"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13538"
"2015-01-01 00:00:00","python","9665"
"2015-01-01 00:00:00","r","2681"
"2015-01-01 00:00:00","ruby","2419"
"2015-01-01 00:00:00","swift","3045"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3360"
"2015-02-01 00:00:00","c#","11768"
"2015-02-01 00:00:00","c++","6460"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16705"
"2015-02-01 00:00:00","javascript","18606"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13454"
"2015-02-01 00:00:00","python","10182"
"2015-02-01 00:00:00","r","2965"
"2015-02-01 00:00:00","ruby","2256"
"2015-02-01 00:00:00","swift","3229"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3913"
"2015-03-01 00:00:00","c#","13239"
"2015-03-01 00:00:00","c++","7378"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19708"
"2015-03-01 00:00:00","javascript","20464"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14837"
"2015-03-01 00:00:00","python","11576"
"2015-03-01 00:00:00","r","3558"
"2015-03-01 00:00:00","ruby","2456"
"2015-03-01 00:00:00","swift","3586"
"2015-04-01 00:00:00","assembly","438"
"2015-04-01 00:00:00","c","3946"
"2015-04-01 00:00:00","c#","13059"
"2015-04-01 00:00:00","c++","7128"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","java","19749"
"2015-04-01 00:00:00","javascript","20862"
"2015-04-01 00:00:00","perl","575"
"2015-04-01 00:00:00","php","14901"
"2015-04-01 00:00:00","python","11410"
"2015-04-01 00:00:00","r","3321"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","swift","4005"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3514"
"2015-05-01 00:00:00","c#","13335"
"2015-05-01 00:00:00","c++","6803"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18503"
"2015-05-01 00:00:00","javascript","22083"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14514"
"2015-05-01 00:00:00","python","11197"
"2015-05-01 00:00:00","r","3417"
"2015-05-01 00:00:00","ruby","2501"
"2015-05-01 00:00:00","swift","3786"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c","3164"
"2015-06-01 00:00:00","c#","13502"
"2015-06-01 00:00:00","c++","6506"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17805"
"2015-06-01 00:00:00","javascript","22558"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","php","14301"
"2015-06-01 00:00:00","python","11775"
"2015-06-01 00:00:00","r","3419"
"2015-06-01 00:00:00","ruby","2572"
"2015-06-01 00:00:00","swift","4314"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c","2807"
"2015-07-01 00:00:00","c#","14083"
"2015-07-01 00:00:00","c++","6694"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18644"
"2015-07-01 00:00:00","javascript","23900"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15303"
"2015-07-01 00:00:00","python","12297"
"2015-07-01 00:00:00","r","3975"
"2015-07-01 00:00:00","ruby","2579"
"2015-07-01 00:00:00","swift","5136"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2571"
"2015-08-01 00:00:00","c#","13220"
"2015-08-01 00:00:00","c++","5866"
"2015-08-01 00:00:00","delphi","386"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17072"
"2015-08-01 00:00:00","javascript","22150"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14210"
"2015-08-01 00:00:00","python","11211"
"2015-08-01 00:00:00","r","3491"
"2015-08-01 00:00:00","ruby","2313"
"2015-08-01 00:00:00","swift","5079"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3080"
"2015-09-01 00:00:00","c#","12911"
"2015-09-01 00:00:00","c++","5903"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","420"
"2015-09-01 00:00:00","java","16927"
"2015-09-01 00:00:00","javascript","21387"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13493"
"2015-09-01 00:00:00","python","10952"
"2015-09-01 00:00:00","r","3328"
"2015-09-01 00:00:00","ruby","2157"
"2015-09-01 00:00:00","swift","4544"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3674"
"2015-10-01 00:00:00","c#","12787"
"2015-10-01 00:00:00","c++","7044"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18531"
"2015-10-01 00:00:00","javascript","21803"
"2015-10-01 00:00:00","perl","497"
"2015-10-01 00:00:00","php","13878"
"2015-10-01 00:00:00","python","12462"
"2015-10-01 00:00:00","r","3679"
"2015-10-01 00:00:00","ruby","2193"
"2015-10-01 00:00:00","swift","4293"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3608"
"2015-11-01 00:00:00","c#","12368"
"2015-11-01 00:00:00","c++","7079"
"2015-11-01 00:00:00","delphi","389"
"2015-11-01 00:00:00","go","433"
"2015-11-01 00:00:00","java","17753"
"2015-11-01 00:00:00","javascript","21253"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13284"
"2015-11-01 00:00:00","python","12274"
"2015-11-01 00:00:00","r","3536"
"2015-11-01 00:00:00","ruby","1956"
"2015-11-01 00:00:00","swift","4313"
"2015-12-01 00:00:00","assembly","353"
"2015-12-01 00:00:00","c","3084"
"2015-12-01 00:00:00","c#","12130"
"2015-12-01 00:00:00","c++","6556"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16535"
"2015-12-01 00:00:00","javascript","21058"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13702"
"2015-12-01 00:00:00","python","11630"
"2015-12-01 00:00:00","r","3178"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","swift","4368"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3040"
"2016-01-01 00:00:00","c#","12351"
"2016-01-01 00:00:00","c++","6094"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16602"
"2016-01-01 00:00:00","javascript","22493"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14526"
"2016-01-01 00:00:00","python","12333"
"2016-01-01 00:00:00","r","3534"
"2016-01-01 00:00:00","ruby","2142"
"2016-01-01 00:00:00","swift","4778"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3274"
"2016-02-01 00:00:00","c#","12719"
"2016-02-01 00:00:00","c++","6549"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17827"
"2016-02-01 00:00:00","javascript","22452"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14871"
"2016-02-01 00:00:00","python","13224"
"2016-02-01 00:00:00","r","3587"
"2016-02-01 00:00:00","ruby","2248"
"2016-02-01 00:00:00","swift","4744"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3440"
"2016-03-01 00:00:00","c#","13594"
"2016-03-01 00:00:00","c++","7009"
"2016-03-01 00:00:00","delphi","339"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19878"
"2016-03-01 00:00:00","javascript","24072"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15087"
"2016-03-01 00:00:00","python","14042"
"2016-03-01 00:00:00","r","4040"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5067"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3349"
"2016-04-01 00:00:00","c#","13705"
"2016-04-01 00:00:00","c++","6882"
"2016-04-01 00:00:00","delphi","325"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19458"
"2016-04-01 00:00:00","javascript","23432"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14431"
"2016-04-01 00:00:00","python","13628"
"2016-04-01 00:00:00","r","4124"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","swift","4744"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2719"
"2016-05-01 00:00:00","c#","13482"
"2016-05-01 00:00:00","c++","6120"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","578"
"2016-05-01 00:00:00","java","16996"
"2016-05-01 00:00:00","javascript","22969"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14395"
"2016-05-01 00:00:00","python","13087"
"2016-05-01 00:00:00","r","3796"
"2016-05-01 00:00:00","ruby","2131"
"2016-05-01 00:00:00","swift","4406"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2297"
"2016-06-01 00:00:00","c#","13041"
"2016-06-01 00:00:00","c++","5704"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15891"
"2016-06-01 00:00:00","javascript","22125"
"2016-06-01 00:00:00","perl","435"
"2016-06-01 00:00:00","php","13576"
"2016-06-01 00:00:00","python","12892"
"2016-06-01 00:00:00","r","3860"
"2016-06-01 00:00:00","ruby","2106"
"2016-06-01 00:00:00","swift","4788"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","c#","11986"
"2016-07-01 00:00:00","c++","5459"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14916"
"2016-07-01 00:00:00","javascript","22184"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12875"
"2016-07-01 00:00:00","python","12803"
"2016-07-01 00:00:00","r","3744"
"2016-07-01 00:00:00","ruby","1899"
"2016-07-01 00:00:00","swift","4926"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2212"
"2016-08-01 00:00:00","c#","12706"
"2016-08-01 00:00:00","c++","5010"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","571"
"2016-08-01 00:00:00","java","15162"
"2016-08-01 00:00:00","javascript","22634"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12851"
"2016-08-01 00:00:00","python","12891"
"2016-08-01 00:00:00","r","3781"
"2016-08-01 00:00:00","ruby","1875"
"2016-08-01 00:00:00","swift","4896"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2508"
"2016-09-01 00:00:00","c#","11091"
"2016-09-01 00:00:00","c++","5132"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14641"
"2016-09-01 00:00:00","javascript","20424"
"2016-09-01 00:00:00","perl","462"
"2016-09-01 00:00:00","php","12100"
"2016-09-01 00:00:00","python","12324"
"2016-09-01 00:00:00","r","3299"
"2016-09-01 00:00:00","ruby","1923"
"2016-09-01 00:00:00","swift","4849"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3205"
"2016-10-01 00:00:00","c#","11436"
"2016-10-01 00:00:00","c++","5962"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","531"
"2016-10-01 00:00:00","java","15303"
"2016-10-01 00:00:00","javascript","20420"
"2016-10-01 00:00:00","perl","402"
"2016-10-01 00:00:00","php","12228"
"2016-10-01 00:00:00","python","13483"
"2016-10-01 00:00:00","r","3785"
"2016-10-01 00:00:00","ruby","1819"
"2016-10-01 00:00:00","swift","4723"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3258"
"2016-11-01 00:00:00","c#","11638"
"2016-11-01 00:00:00","c++","6062"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15630"
